5.8.2022, 16:08:43: Server started
5.8.2022, 16:10:58: Server started
5.8.2022, 16:11:00: Server running
5.8.2022, 16:11:52: Server started
5.8.2022, 16:12:00: Server running5.8.2022, 16:13:00: Server running
